Total_Feedback_Given,Total_Questions_Configured,Question_Text,Rating_Count_1,Rating_Count_2,Rating_Count_3,Rating_Count_4,Rating_Count_5,Original_Average_Percentage_Text,Course Name ,Basic_Course_Category,Average_Rating
20,33,Fairness of the internal evaluation process by the teachers.,0,0,1,9,10,4.45 / 89.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),4.45
20,33,Was your performance in assignments discussed with you?,0,2,0,4,14,4.50 / 90.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),4.5
20,33,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,1,3,1,15,4.50 / 90.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),4.5
20,33,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,1,0,10,9,4.35 / 87.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),4.35
20,33,The institution provides multiple opportunities to learn and grow.,0,1,3,11,5,4.00 / 80.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),4.0
20,33,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",1,0,2,2,15,4.50 / 90.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),4.5
20,33,Your mentor does a necessary follow-up with an assigned task to you.,2,2,0,4,12,4.10 / 82.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),4.1
20,33,The teachers illustrate the concepts through examples and applications.,2,2,1,2,13,4.10 / 82.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),4.1
20,33,The teachers identify your strengths and encourage you to provide the proper level of challenges.,1,0,1,6,12,4.40 / 88.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),4.4
20,33,Teachers are able to identify your weaknesses and help you to overcome them.,1,1,0,6,12,4.35 / 87.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),4.35
20,33,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",1,0,2,6,11,4.30 / 86.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),4.3
20,33,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",1,1,2,3,13,4.30 / 86.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),4.3
20,33,Teachers encourage you to participate in extracurricular activities.,1,0,1,8,10,4.30 / 86.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),4.3
20,33,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",1,1,1,4,13,4.35 / 87.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),4.35
20,33,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,0,2,8,10,4.40 / 88.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),4.4
20,33,The overall quality of the teaching-learning process in your institute is very good.,0,0,0,10,10,4.50 / 90.00,FY BCOM (BANKING & INSURANCE),BACHELOR OF COMMERCE (BANKING AND INSURANCE),4.5
26,122,How much of the syllabus was covered in the class?,1,1,8,6,10,3.88 / 77.69,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.88
26,122,How well did the teachers prepare for the classes?,1,0,6,13,6,3.88 / 77.69,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.88
26,122,How well were the teachers able to communicate?,0,3,3,8,12,4.12 / 82.31,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.12
26,122,The teacher’s approach to teaching can best be described as,1,2,3,10,10,4.00 / 80.00,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.0
26,122,Fairness of the internal evaluation process by the teachers.,1,2,3,8,12,4.08 / 81.54,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.08
26,122,Was your performance in assignments discussed with you?,2,1,6,7,10,3.85 / 76.92,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.85
26,122,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",3,0,2,10,11,4.00 / 80.00,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.0
26,122,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,3,2,10,11,4.12 / 82.31,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.12
26,122,The institution provides multiple opportunities to learn and grow.,1,1,1,13,10,4.15 / 83.08,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.15
26,122,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,3,2,9,12,4.15 / 83.08,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.15
26,122,Your mentor does a necessary follow-up with an assigned task to you.,2,1,5,5,13,4.00 / 80.00,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.0
26,122,The teachers illustrate the concepts through examples and applications.,2,1,3,7,13,4.08 / 81.54,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.08
26,122,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,2,4,4,16,4.31 / 86.15,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.31
26,122,Teachers are able to identify your weaknesses and help you to overcome them.,0,2,3,6,15,4.31 / 86.15,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.31
26,122,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,1,4,7,14,4.31 / 86.15,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.31
26,122,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",1,3,6,3,13,3.92 / 78.46,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.92
26,122,Teachers encourage you to participate in extracurricular activities.,0,2,5,5,14,4.19 / 83.85,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.19
26,122,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",3,0,2,7,14,4.12 / 82.31,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.12
26,122,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",3,1,5,10,7,3.65 / 73.08,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,3.65
26,122,The overall quality of the teaching-learning process in your institute is very good.,0,2,2,9,13,4.27 / 85.38,FYBMS ,BACHELOR OF MANAGEMENT STUDIES,4.27
12,175,How much of the syllabus was covered in the class?,0,1,3,4,4,3.92 / 78.33,FYBSC,BACHELOR OF SCIENCE,3.92
12,175,How well did the teachers prepare for the classes?,0,0,0,9,3,4.25 / 85.00,FYBSC,BACHELOR OF SCIENCE,4.25
12,175,How well were the teachers able to communicate?,0,0,0,4,8,4.67 / 93.33,FYBSC,BACHELOR OF SCIENCE,4.67
12,175,The teacher’s approach to teaching can best be described as,0,1,4,6,1,3.58 / 71.67,FYBSC,BACHELOR OF SCIENCE,3.58
12,175,Fairness of the internal evaluation process by the teachers.,0,2,1,1,8,4.25 / 85.00,FYBSC,BACHELOR OF SCIENCE,4.25
12,175,Was your performance in assignments discussed with you?,0,2,3,4,3,3.67 / 73.33,FYBSC,BACHELOR OF SCIENCE,3.67
12,175,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,1,5,1,5,3.83 / 76.67,FYBSC,BACHELOR OF SCIENCE,3.83
12,175,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",1,1,2,6,2,3.58 / 71.67,FYBSC,BACHELOR OF SCIENCE,3.58
12,175,The institution provides multiple opportunities to learn and grow.,0,1,3,5,3,3.83 / 76.67,FYBSC,BACHELOR OF SCIENCE,3.83
12,175,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,1,1,4,6,4.25 / 85.00,FYBSC,BACHELOR OF SCIENCE,4.25
12,175,Your mentor does a necessary follow-up with an assigned task to you.,0,5,1,3,3,3.33 / 66.67,FYBSC,BACHELOR OF SCIENCE,3.33
12,175,The teachers illustrate the concepts through examples and applications.,0,3,1,3,5,3.83 / 76.67,FYBSC,BACHELOR OF SCIENCE,3.83
12,175,The teachers identify your strengths and encourage you to provide the proper level of challenges.,1,2,2,4,3,3.50 / 70.00,FYBSC,BACHELOR OF SCIENCE,3.5
12,175,Teachers are able to identify your weaknesses and help you to overcome them.,0,2,2,6,2,3.67 / 73.33,FYBSC,BACHELOR OF SCIENCE,3.67
12,175,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",1,1,1,7,2,3.67 / 73.33,FYBSC,BACHELOR OF SCIENCE,3.67
12,175,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,0,3,7,2,3.92 / 78.33,FYBSC,BACHELOR OF SCIENCE,3.92
12,175,Teachers encourage you to participate in extracurricular activities.,0,0,2,6,4,4.17 / 83.33,FYBSC,BACHELOR OF SCIENCE,4.17
12,175,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,1,2,4,5,4.08 / 81.67,FYBSC,BACHELOR OF SCIENCE,4.08
12,175,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",6,1,1,3,1,2.33 / 46.67,FYBSC,BACHELOR OF SCIENCE,2.33
12,175,The overall quality of the teaching-learning process in your institute is very good.,0,1,3,4,4,3.92 / 78.33,FYBSC,BACHELOR OF SCIENCE,3.92
5,15,How much of the syllabus was covered in the class?,0,0,2,3,0,3.60 / 72.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.6
5,15,How well did the teachers prepare for the classes?,0,0,0,5,0,4.00 / 80.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,4.0
5,15,How well were the teachers able to communicate?,0,0,1,4,0,3.80 / 76.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.8
5,15,The teacher’s approach to teaching can best be described as,0,0,2,3,0,3.60 / 72.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.6
5,15,Fairness of the internal evaluation process by the teachers.,0,0,0,3,2,4.40 / 88.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,4.4
5,15,Was your performance in assignments discussed with you?,0,0,2,0,3,4.20 / 84.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,4.2
5,15,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,0,3,1,1,3.60 / 72.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.6
5,15,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",0,0,3,1,1,3.60 / 72.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.6
5,15,The institution provides multiple opportunities to learn and grow.,0,0,4,1,0,3.20 / 64.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.2
5,15,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",0,0,0,3,2,4.40 / 88.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,4.4
5,15,Your mentor does a necessary follow-up with an assigned task to you.,0,0,2,1,2,4.00 / 80.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,4.0
5,15,The teachers illustrate the concepts through examples and applications.,0,0,1,2,2,4.20 / 84.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,4.2
5,15,The teachers identify your strengths and encourage you to provide the proper level of challenges.,0,1,0,4,0,3.60 / 72.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.6
5,15,Teachers are able to identify your weaknesses and help you to overcome them.,0,1,1,3,0,3.40 / 68.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.4
5,15,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,3,2,0,3.40 / 68.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.4
5,15,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,0,1,4,0,3.80 / 76.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.8
5,15,Teachers encourage you to participate in extracurricular activities.,0,0,0,5,0,4.00 / 80.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,4.0
5,15,"Efforts are made by the institute/ teachers to inculcate soft skills, life skills and employability skills to make you ready for the world of work.",0,0,3,2,0,3.40 / 68.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.4
5,15,"What percentage of teachers use ICT tools such as LCD projectors, Multimedia, etc. while teaching?",0,1,3,1,0,3.00 / 60.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.0
5,15,The overall quality of the teaching-learning process in your institute is very good.,0,0,3,2,0,3.40 / 68.00,MA PSYCHOLOGY - 1,MA PSYCHOLOGY,3.4
7,20,How much of the syllabus was covered in the class?,0,3,1,2,1,3.14 / 62.86,MA PSYCHOLOGY - 3,MA PSYCHOLOGY,3.14
7,20,How well did the teachers prepare for the classes?,0,2,2,2,1,3.29 / 65.71,MA PSYCHOLOGY - 3,MA PSYCHOLOGY,3.29
7,20,How well were the teachers able to communicate?,0,1,3,1,2,3.57 / 71.43,MA PSYCHOLOGY - 3,MA PSYCHOLOGY,3.57
7,20,The teacher’s approach to teaching can best be described as,0,2,3,1,1,3.14 / 62.86,MA PSYCHOLOGY - 3,MA PSYCHOLOGY,3.14
7,20,Fairness of the internal evaluation process by the teachers.,0,0,0,4,3,4.43 / 88.57,MA PSYCHOLOGY - 3,MA PSYCHOLOGY,4.43
7,20,Was your performance in assignments discussed with you?,1,0,4,0,2,3.29 / 65.71,MA PSYCHOLOGY - 3,MA PSYCHOLOGY,3.29
7,20,"The institute takes an active interest in promoting internships, student exchange, field visit opportunities for students.",0,1,2,1,3,3.86 / 77.14,MA PSYCHOLOGY - 3,MA PSYCHOLOGY,3.86
7,20,"The teaching and mentoring process in your institution facilitates you in cognitive, social and
emotional growth.",1,1,2,0,3,3.43 / 68.57,MA PSYCHOLOGY - 3,MA PSYCHOLOGY,3.43
7,20,The institution provides multiple opportunities to learn and grow.,0,0,4,1,2,3.71 / 74.29,MA PSYCHOLOGY - 3,MA PSYCHOLOGY,3.71
7,20,"Teachers inform you about your expected competencies, course outcomes and program
outcomes.",1,0,2,3,1,3.43 / 68.57,MA PSYCHOLOGY - 3,MA PSYCHOLOGY,3.43
7,20,Your mentor does a necessary follow-up with an assigned task to you.,0,1,2,1,3,3.86 / 77.14,MA PSYCHOLOGY - 3,MA PSYCHOLOGY,3.86
7,20,The teachers illustrate the concepts through examples and applications.,0,0,2,2,3,4.14 / 82.86,MA PSYCHOLOGY - 3,MA PSYCHOLOGY,4.14
7,20,The teachers identify your strengths and encourage you to provide the proper level of challenges.,2,1,2,0,2,2.86 / 57.14,MA PSYCHOLOGY - 3,MA PSYCHOLOGY,2.86
7,20,Teachers are able to identify your weaknesses and help you to overcome them.,1,4,1,0,1,2.43 / 48.57,MA PSYCHOLOGY - 3,MA PSYCHOLOGY,2.43
7,20,"The institution makes effort to engage students in the monitoring, review and continuous quality improvement of the teaching-learning process.",0,0,3,3,1,3.71 / 74.29,MA PSYCHOLOGY - 3,MA PSYCHOLOGY,3.71
7,20,"The institute/ teachers use student-centric methods, such as experiential learning, participative learning and problem-solving methodologies for enhancing learning experiences.",0,1,2,2,2,3.71 / 74.29,MA PSYCHOLOGY - 3,MA PSYCHOLOGY,3.71
